name,address,phone,category,area,lat,lng,place_id,url
"Ekai furniture | Best Stylish, Affordable & Modern Furniture in Indore","43, 1, Jawahar Marg, near power house, Chhoti Gwaltoli, Indore, Madhya Pradesh 452007",,furniture,,,,,
Indian Coffee House District court Indore,"District Court, Commissioner Office Premises, Mahatma Gandhi Rd, Indore, Madhya Pradesh 452007",,restaurant,,,,,
Murphy's Cafe & Fine Dine,"Scheme No. 94, Ring Road, near by IT Park, Pre Conco Nagar, Precanco Colony, Indore, Madhya Pradesh 452016",,restaurant,,,,,
Coral Hospital and Research Centre,"New Palasia, Indore, Madhya Pradesh 452001",,hospital,,,,,
FARMERS FOOD RESTAURANT,"neae lig gurudwre, LIG Square, Choti Khajrani, Indore, Madhya Pradesh 452011",,restaurant,,,,,
bottom fire,,,plumber,,,,,
PLUMBING Plumber,"98, Nemawar Rd, Devguradiya, Indore, Madhya Pradesh 452016",,plumber,,,,,
Dr Akhilesh Jain,"2nd Floor , BCM Kokilaben Dhirubhai Ambani Hospital, Sri. Badalchand Mehta Marg, Tulsi Nagar, Nipania, Indore, Madhya Pradesh 452010",,hospital,,,,,
Raza furniture Indore,"54, Dhar Rd, Geeta Nagar, Indore, Madhya Pradesh 452002",,furniture,,,,,
Modular Kitchen Indore - Indoline Davina Furnitures,"1st Floor, Capital Tower, 170-171 PU4, Vijay Nagar, Indore, Madhya Pradesh 452010",,furniture,,,,,
Methodex System Pvt Ltd,"Industrial Area Laxmibai Nagar, Laxmi Bai Nagar, Indore, Madhya Pradesh 452006",,furniture,,,,,
SKYLINE FURNITURE INDORE,"to, MR 10 Rd, Scheme No 54, Indore, Madhya Pradesh 452010",,furniture,,,,,
Arihant furniture,"PR5W+26J, Mahu Naka, Balda Colony, Indore, Madhya Pradesh 452002",,furniture,,,,,
Tulja Steel Furniture,"23, Jabran Colony, Indore, Madhya Pradesh 452007",,furniture,,,,,
QUNO - Best Steel furniture manufactures in Indore | Metal cooler manufacturers | Stainless steel Kitchens| Bed room sets,"107. Mangal Udhyog Nagar, Nemawer Main Road, near Reliance Petrol Pump, Indore, Madhya Pradesh 452001",,furniture,,,,,
Thakur Furniture,"Near, Macchi Bazar, Jawahar Marg, Indore, Madhya Pradesh 452007",,furniture,,,,,
Shrivari Cafe - South Indian Restaurant,"Gate No. 4, High Court, 6/3, 101 & 102 Asha Dilpasand Imperial, South Tukoganj, Indore, Madhya Pradesh 452001",,restaurant,,,,,
Sayaji Hotel Indore,"H/1, Maguda Nagar, Vijay Nagar, Scheme No 54, Indore, Madhya Pradesh 452010",,restaurant,,,,,
Cream Centre,"Sayaji Club Rd, next to WOW Hotel - 5 Star Hotel in, Badi Bhamori, Indore, Madhya Pradesh 452011",,restaurant,,,,,
Punjab Grill Phoenix Citadel,"Unit No F 82, 1st Floor, Located in- Phoenix Citadel, MR 10 Rd, Junction, Indore, Madhya Pradesh 452016",,restaurant,,,,,
Mediterra,"8th Floor H/1, Sayaji Hotel, Scheme No. 54, Vijay Nagar, Indore, Madhya Pradesh 452010",,restaurant,,,,,
EURASIA,"Indore Bypass Road service road 50 meters head of, Omaxe City 1, Mayakhedi, Indore, Madhya Pradesh 452016",,restaurant,,,,,
Lotus Hut Cafe,"PVCG+88P, Mahatma Gandhi Rd, Next To Amrit, Residency, South Tukoganj, Indore, Madhya Pradesh 452001",,restaurant,,,,,
Gulzar restaurant,"4, Manik Bagh Rd, Gulzar Colony, Indore, Madhya Pradesh 452014",,restaurant,,,,,
Funeats - Pure Veg | Cafe & Restaurant | Party Place,"TI Mall, 5th floor, Mahatma Gandhi Rd, Indore, Madhya Pradesh 452001",,restaurant,,,,,
Nom!Nom! Chinese,"Vijay Nagar, Shop No. 17 Shekhar Planet, Indore, Madhya Pradesh 452010",,restaurant,,,,,
A. K Services,"Shope Nomber 5, Appolo Db Sity, Nipania, Mahalaxmi Nagar, Indore, Madhya Pradesh 452010",,electrician,,,,,
The Cube,"Plot No. 10, Ground Floor, C/ C.A, Scheme No:94, Sec C, Scheme 94 Sector CA, Indore, Madhya Pradesh 452010",,restaurant,,,,,
Vijay Chaat House (Chappan Dukan),"Chappan Dukan, New Palasia, Indore, Madhya Pradesh 452001",,restaurant,,,,,
EZEE COMFORT FURNITURE GALLERY,"109, jawahar marg, gurudwara chok square, near rajbada, Indore, Madhya Pradesh 452007",,furniture,,,,,
Sleepwell Exclusive Dealer - Burhani Furniture,"131, Jawahar Marg, nearby Pipili Bazar Chouraha, Bombay Bazar, Indore, Madhya Pradesh 452007",,furniture,,,,,
Shree Ji Furniture,"QV4C+Q4J, Mangal Nagar Main Rd, opp. Mangal Parisar Marriage Garden, Sunder Nagar Main, Sukhliya, Indore, Madhya Pradesh 452010",,furniture,,,,,
"BMB Furniture, furniture dealers in indore","Eastern Ring Rd, Khajrana, Indore, Madhya Pradesh 452018",,furniture,,,,,
Supreme plastic msr Furniture wholesale,"LG-4, Navrang Plaza, 35 sneh Nagar shop no, Sapna Sangeeta Rd, Indore, Madhya Pradesh 452001",,furniture,,,,,
Shiv Shakti Furniture,"14 Jabran Colony,main Road Fool Mali Dharmashala Ke Samne, Madhya Pradesh 452007",,furniture,,,,,
Anand Furniture,"233 Labriya Bheru, Dhar Road, Main Road, opposite Sanskar College, Loknayak Nagar, Dhar, Indore, Madhya Pradesh 452002",,furniture,,,,,
Royal furniture House,"312, Jawahar Marg, Malganj, Mukeri Pura, Indore, Madhya Pradesh 452002",,furniture,,,,,
Steel decor,"R/4 parkash ka bagicha, Juni Indore, Indore, Madhya Pradesh 452007",,furniture,,,,,
"Roshni steel furniture, indore","9, Saraswati Nagar, Main Rd, Juni Indore, Indore, Madhya Pradesh 452007",,furniture,,,,,
Sagar Steel Furniture,"Shop no.12, Jabaran Colony, Ravji Bazar Police Station Main Road, Saraswati Nagar, Indore, Madhya Pradesh 452007",,furniture,,,,,
Nandani Medical Laboratories Pvt. Ltd.,"221/5, Kanadia Main Road, Bicholi Hapsi Main Rd, Indore, Madhya Pradesh 452016",,medical laboratory,,,,,
Central Lab Omega Tower,"Mezzanine Floor Omega Tower 32, Mechanic Nagar Extension, Sayaji Club Rd, Scheme No 54, Indore, Madhya Pradesh 452011",,medical laboratory,,,,,
Modern Laboratories,"Plot No 45 Sector D, 2, Industrial Area, Sanwer Road Industrial Area, Indore, Madhya Pradesh 452015",,medical laboratory,,,,,
Unipath Specialty Laboratory - Indore,"S Tukoganj Rd, opposite Nath Mandir Road, Manorama Ganj, Kanchan Bagh, Indore, Madhya Pradesh 452001",,medical laboratory,,,,,
"Medanta Labs - Sukhliya, Indore","1054, Sukhlia, Sector - C, Sukhliya, Indore, Madhya Pradesh 452010",,medical laboratory,,,,,
"Medanta Labs - Pardesipura, Indore","21/1, LIG Colony, Clerk Colony, Indore, Madhya Pradesh 452010",,medical laboratory,,,,,
"Neuberg Diagnostics - Blood Tests, CBC Tests & Full Body Checkup","Shop No.6, Nehru Market, in fron of, near BJP Karyalay, Nehru Market, Opposite Nehru Stadium, Jaora Compound, Indore, Madhya Pradesh 452001",,medical laboratory,,,,,
Pathkind Labs,"Plot No 156, Akansha Trade House, Under Ground 2, Kanchan Bagh, Main Road, near Gita Bhawan Road, opposite Omni Palace Hotel, Ratlam Kothi, Indore, Madhya Pradesh 452001",,medical laboratory,,,,,
"Sterling Accuris Diagnostics - Pathology Lab in Ratlam Kothi, Indore","B-11Victory Estate, near, Gita Bhawan Rd, Ratlam Kothi, Indore, Madhya Pradesh 452001",,medical laboratory,,,,,
Lupin Diagnostics | Pathology Lab & Full Body Checkup in Indore,"123, Shekhar Palace, LG -4 Scheme No. 54, AB Rd, Vijaynagar, Indore, Madhya Pradesh 452001",,medical laboratory,,,,,
Metropolis Labs | Blood Test & Diagnostic Centre Dashera maidan Indore in Mishra Nagar Indore,"Shop No 6 & 87 Annapurna Road, kanadiya road, Vijay Nagar, Old palasia, Mishra Nagar, Indore, Madhya Pradesh 452009",,medical laboratory,,,,,
Central Lab | Tilak Nagar | Indore,"Shri Vaishnav Hospital, C/O, Tilak Nagar Main Rd, opp. Jain Mandir, Savindnagar, Tilak Nagar, Indore, Madhya Pradesh 452018",,medical laboratory,,,,,
Medanta Labs,"UG - 1, Mann Building, 85, Shree Nagar Main Colony, Shree Nagar, Indore, Madhya Pradesh 452018",,medical laboratory,,,,,
Unipath Specialty Laboratory - Pathology Lab ( ANNAPURNA Branch ),"Annapurna Rd, Usha Nagar Extension, opposite dashera maidan, Sudama Nagar, Indore, Madhya Pradesh 452009",,medical laboratory,,,,,
"Medanta Labs - Vijay Nagar, Indore","123, Shekhar Palace ,Scheme No-54, Vijay Nagar, Indore, Madhya Pradesh 452010",,medical laboratory,,,,,
"Medanta Labs - Chitawad, Indore","13, Sajan Nagar Main Rd, near Aarti Computers, Doordarshan Kendra, Chitawad, Indore, Madhya Pradesh 452001",,medical laboratory,,,,,
Central Lab - An NABL Accredited CAP Proficient Pathology Lab (24 hr open),"22, 23 24 First floor Yashwant Plaza, Opposite Indore Railway Station ( Pf 1 side), Indore, Madhya Pradesh 452001",,medical laboratory,,,,,
metropolis Lab - Best pathology in Geeta bhawan Indore| Best Wellness|Best Pathology in Indore|Blood test centre,"Shopping Complex, front of Geetabhawan Hospital, Gita Bhawan Rd, Kailash Park Colony, Indore, Madhya Pradesh 452001",,medical laboratory,,,,,
Metropolis Labs | Blood Test & Diagnostic Centre in Indore,"House No 46, Ground Floor, AB Rd, Part I, Scheme No 114, Indore, Madhya Pradesh 452010",,medical laboratory,,,,,
Metropolis Labs | Blood Test & Diagnostic Centre in Usha Nagar,"694 behind Unique Hospital Usha Nagar, Indore, Madhya Pradesh 452009",,medical laboratory,,,,,
"Agilus Diagnostics - New Palasia, Indore | Blood Test | Full Body Health Checkup | Pathology Lab","Shop no. A, 19/4, behind Apna Sweets, New Palasia, Indore, Madhya Pradesh 452001",,medical laboratory,,,,,
"Medanta Labs - Indralok Colony, Indore","Building Name, Devi Thakur Niwas, Shop No, B-3, Babu Lalchand Chajlani Rd, opposite bank of Maharashtra, Babu, Indralok Colony, Indore, Madhya Pradesh 452009",,medical laboratory,,,,,
Qttl Lab Private Limited,"301, Labbaik Regency, 4/2, Greater Kailash Road, Palasia Square, Old Palasia, Indore, Madhya Pradesh 452018",,medical laboratory,,,,,
"Medanta Labs - DDU Nagar, Indore","251-A, Abhinandan Nagar, Sukhliya, Indore, Madhya Pradesh 452010",,medical laboratory,,,,,
Endocrine Laboratory,"100, Jaora Compound, Opposite M Y Hospital, Mahatma Gandhi Rd, Indore, Madhya Pradesh 452001",,medical laboratory,,,,,
Lupin Diagnostics | Pathology Lab & Full Body Checkup in Mahalaxmi Nagar,"G-1, Rajastan Palace -2, Front Of CHL Hospital, Anoop Nagar, Indore, Madhya Pradesh 452018",,medical laboratory,,,,,
Central Lab | Ranjit Hanuman | Indore,"215, Usha Nagar Extention, Near Ranjit Hanuman Mandir, Indore, Madhya Pradesh 452009",,medical laboratory,,,,,
"Medanta Labs - Vandana Nagar, Indore","2/67, SBI, opposite SBI ATM, Vandana Nagar, Indore, Madhya Pradesh 452018",,medical laboratory,,,,,
"Agilus Diagnostics (formerly SRL) - Madhuban Colony, Indore | Blood Test | Full Body Health Checkup | Pathology Lab","Matra Apartment, 75, Annapurna Thana Road, Revenue Colony, Madhuban Colony, Indore, Madhya Pradesh 452009",,medical laboratory,,,,,
Unipath Specialty Laboratory Ltd - Indore (Collection Center),"Shop No. UG-4, Narsingh Tower, Narsing Bajar Square, 129, Jawahar Marg, Chouthmal Colony, Bombay Bazar, Indore, Madhya Pradesh 452002",,medical laboratory,,,,,
Central Lab | Geeta Bhavan Square | Indore,"5, Ratlam Kothi, AB Road, Geeta Bhavan Square, near Brainmaster Classes, Indore, Madhya Pradesh 452001",,medical laboratory,,,,,
Allied Pathology Lab,"6 A E, Scheme No 54, Indore, Madhya Pradesh 452010",,medical laboratory,,,,,
Choksi Laboratories Limited,"Survey No. 9/1, Balaji Tulsiyana Indl. Estate, Kumedi, Indore, Madhya Pradesh 453555",,medical laboratory,,,,,
Neuberg Supratech Reference Laboratories - Indore,"Ground Floor, 6-7, Annapurna Rd, near Allahabad Bank, Vishal Nagar, Indore, Madhya Pradesh 452009",,medical laboratory,,,,,
"Medanta Labs - Amitesh Nagar, Indore","59, near Krishi Mandi, I.D.A Scheme No.59, Amitesh Nagar, Choithram, Indore, Madhya Pradesh 452012",,medical laboratory,,,,,
Blood Invention Pathology Lab,"29, Bholaram Ustad Marg, Bhawarkua, Bhanwar Kuwa, Indore, Madhya Pradesh 452001",,medical laboratory,,,,,
Path 24 Lab,"infront of M.Y. hospital, Jaora Compound, 31, Shradhanand Marg Main Rd, Indore, Madhya Pradesh 452001",,medical laboratory,,,,,
Sampurna Sodani Diagnostic Clinic Kalani Nagar,"620, Main Road Opp Reliance Fresh, Kalani Nagar, Indore, Madhya Pradesh 452005",,medical laboratory,,,,,
Central Lab | Shrinagar Main,"57, Shri Nagar Main Rd, Near POOJA MILK CENTRE, Shree Nagar Ext, Shree Nagar, Indore, Madhya Pradesh 452018",,medical laboratory,,,,,
"Medanta Labs - Swami Vivekanand Nagar, Indore","Ground Floor, Siddharth Vihar, G-3, Kanadia Main Rd, Manbhavan Nagar, Indore, Madhya Pradesh 452018",,medical laboratory,,,,,
"Medanta Labs - Panchvati Nagar, Indore","F2, gurukripa Nagar, 60 Feet Rd, near Airport, Loknayak Nagar, Panchsheel Nagar, Indore, Madhya Pradesh 452005",,medical laboratory,,,,,
"Medanta Labs - Chauhan Nagar, Indore","Dukhan no. 04, Samraddhi park, Pipliyahana Rd, Sector A, Greater Brajeshwari, Indore, Madhya Pradesh 452001",,medical laboratory,,,,,
Akshata diagnostic indore,"Radha krishna manglik bhawan, jinsi square, 109, Netaji Subhash Marg, near pal dharmshala, Arjun Paltan, Indore, Madhya Pradesh 452006",,medical laboratory,,,,,
"Agilus Diagnostics - Sahjeevan Nagar, Indore | Blood Test | Full Body Health Checkup | Pathology Lab","No 196, Gopur Square, Sahjeevan Nagar, Indore, Madhya Pradesh 452009",,medical laboratory,,,,,
Sulabh Pathology Laboratory,"82, Anand Bazar Rd, Bima Nagar, Old Palasia, Indore, Madhya Pradesh 452018",,medical laboratory,,,,,
Apollo 24|7 Lab Test Near Me | Near M.I.G. Police Station | Home collection | Indore,"Ground Floor, Plot No 20/A, LIG Main Rd, near M.I.G. Police Station, Near MIG Thana, LIG Colony, Indore, Madhya Pradesh 452011",,medical laboratory,,,,,
City Pathology Laboratory,"9-B, Airport Rd, Chouraha, Bada Ganpati, Sitaram Park Colony, Indore, Madhya Pradesh 452002",,medical laboratory,,,,,
Namami path lab,"MR - 9 Marg, opposite Bank of India ATM, Barfani Dham, Indore, Madhya Pradesh 452011",,medical laboratory,,,,,
THYROCARE INDORE COLLECTION POINT,"346, 4, Nehru Nagar, Indore, Madhya Pradesh 452011",,medical laboratory,,,,,
Metropolis Labs | Blood Test & Diagnostic Centre in Indore,"No 1019, Scheme No 114, Part 2 Bombay Hospital Road, Gulab Bagh, near Shiv Convent School, Indore, Madhya Pradesh 452010",,medical laboratory,,,,,
Metropolis Labs | Blood Test & Diagnostic Centre in Indore,"193, Kanyakubj Nagar Airport Rd, BSF Indore, Madhya Pradesh 452005",,medical laboratory,,,,,
NAVIN PATHOLOGY,"LG 04 Shekher Palace Below Anand Medical 123,AB Scheme 54, Vijay Nagar, Indore, Madhya Pradesh 452010",,medical laboratory,,,,,
Unipath Speciality Laboratory - Indore,"725, Annapurna Rd, opposite Dashera Maidan, Usha Nagar, Indore, Madhya Pradesh 452009",,medical laboratory,,,,,
Noble Path Lab & Blood Bank,"PV9G+CH7, 37/1 37/1, S Tukoganj Rd, South Tukoganj, Indore, Madhya Pradesh 452001",,medical laboratory,,,,,
Krishna Pathology Center,"Shop No. 2 Airport Rd Opp. Punjab National Bank, Manpasand Colony, Indore, Madhya Pradesh 452005",,medical laboratory,,,,,
"Shri sai baba hospital and research centre, chatribag indore (blood collection centre)","24/3, Near Janjeerwala Square, New Palasia, Indore, Madhya Pradesh 452001",,medical laboratory,,,,,
"Agilus Diagnostics - Baikunth Dham, Indore | Blood Test | Full Body Health Checkup | Pathology Lab","No UG 18, Ronak Tower, Shree Nagar Main Colony, Baikunth Dham, Indore, Madhya Pradesh 452018",,medical laboratory,,,,,
Paramount Medilab,"Paramount Medilab, Qutbi Manzil, 232, Saifee Nagar Main Rd, Khatiwala Tank, Indore, Madhya Pradesh 452001",,medical laboratory,,,,,
"Agilus Diagnostics - Old Palasia, Indore | Blood Test | Full Body Health Checkup | Pathology Lab","Lg 5, Cs Naydu Arcade, near Greater Kailash Road, Opposite Grotto, Old Palasia, Indore, Madhya Pradesh 452018",,medical laboratory,,,,,
Ideal Pathology Lab,"Navratan Bagh, Indore, Madhya Pradesh 452001",,medical laboratory,,,,,
DNA Forensics Laboratory Pvt Ltd,"Lal Path Lab Centre G-23, Ahinsa Tower, 7, Mahatma Gandhi Rd, Indore, Madhya Pradesh 452001",,medical laboratory,,,,,
AROGYA PATHOLOGY LABORATORY@DIAGNOSTIC,"1102/11,nanda nagar mr-9, Indore, Madhya Pradesh 452011",,medical laboratory,,,,,
R T Ac Services,"2/1 kabutar Khana, near police choki, Nandlalpura, Indore, Madhya Pradesh 452007",,air conditioner repair,,,,,
Troop Enterprises With Tech Solutions,"Shop No 1, Plot no 8 Sec - D, near Lakshman Singh Gour Marg, Dwaar, Sudama Nagar, Indore, Madhya Pradesh 452009",,air conditioner repair,,,,,
Royal refrigeration & Air-conditioning,"Pather Godown, Nahata institute, block C-10, poddar plaza, road, New Siyaganj, Indore, Madhya Pradesh 452003",,air conditioner repair,,,,,
Shri Kundan Enterprises,"21, TIRUPATI NAGAR AIRPORT ROAD, AIRPORT Main ROAD, M.P, Indore, Madhya Pradesh 452005",,air conditioner repair,,,,,
Daddy Cool Air Conditioners & Electronics,"24, Anoop Nagar, Indore, Madhya Pradesh 452018",,air conditioner repair,,,,,
The Solutions - HVAC Expert (MEP Consultant),"Fortune, 303, 17/5, behind Industry House, Old Palasia, Indore, Madhya Pradesh 452003",,air conditioner repair,,,,,
"Krishna Sales, Industrial Exhaust Fan, Jack, Juki, Groz Beckert, Solar Panel, Spot Lifter, Silicon Spray","South Police Station, Bansidhar Nikunj, 26, opp. Back Gate of Govardhan Nath Mandir, near Malharganj, Yashwant Ganj, Indore, Madhya Pradesh 452002",,appliance repair,,,,,
Sony Service Centre - Sony Led Lcd Tv Repair & Service Center Indore,"Shop 2 Ground - 2, Silver Palace, Annapurna Rd, Annapurna Mandir, Kranti Kriplani Nagar, Indore, Madhya Pradesh 452009",,appliance repair,,,,,
perfect industrial sewing machine,"5/6, Nihalpura, Bombay Bazar, Indore, Madhya Pradesh 452007",,appliance repair,,,,,
New Shoe Laundry,"1 Jawahar Nagar, Opp Karbala Maidaan, near Collector Office, Indore, Madhya Pradesh 452001",,appliance repair,,,,,
Gaurav Enterprises,"142-143, Annapurna Rd, near Dashahra maidan, Revenue Colony, Revenue Nagar, Indore, Madhya Pradesh 452009",,cable TV installer,,,,,
Emechem -Dealers of RR Kabel | L&T | Bonfiglioli |Philips |Lauritz Knudsen| Polycab | Finolex | Havells| KEI | Legrand Indore,"17, near Marimata Square, Pologround, Industrial Area, Banganga, Indore, Madhya Pradesh 452007",,cable TV installer,,,,,
"Mi Home- Treasure Island, Indore","TI Mall, T04, 3rd Floor, Mahatma Gandhi Rd, South Tukoganj, Indore, Madhya Pradesh 452001",,cable TV installer,,,,,
Sangam Radios,"19, Maharani Rd, Siyaganj, Indore, Madhya Pradesh 452007",,cable TV installer,,,,,
Shakruwala Electricals Distributor of - RACOLD| Crompton | Finolex | Atomberg | Anchor |Goldmedal| Indo| HEAT PUMP| PRECISION,"shakruwala Street, 19/2, Siyaganj, Indore, Madhya Pradesh 452003",,cable TV installer,,,,,
Airtel broadband indore,"12 Bholaram ustad pipliya rao, Ambikapuri, Indore, Madhya Pradesh 452001",,cable TV installer,,,,,
SONU ELECTRONICS,"20, M T H Compound, Siyaganj, Indore, Madhya Pradesh 452007",,cable TV installer,,,,,
Sound Emporium,"36, Maharani Rd, Siyaganj, Indore, Madhya Pradesh 452007",,cable TV installer,,,,,
Hardy And Softy Laptop Repairing,"Chodhary Market, 372 A, Vidur Nagar Rd, Vidur Nagar, Indore, Madhya Pradesh 452009",,cable TV installer,,,,,
SK Tech Solutions,"91, Airport Rd, Sukhdev Nagar, Indore, Madhya Pradesh 452005",,cable TV installer,,,,,
The Chanakya IT Solutions (Computer & Laptop Repair Service In Indore),"Satyam Gas, 17/2, Agency Ki Gali, Vijay Nagar, Indore, Madhya Pradesh 452010",,cable TV installer,,,,,
System Repair World | Computer Repair| Laptop Repair In Indore,"44-B, Sidharth Nagar, Vishnu Puri Colony, Indore, Madhya Pradesh 452014",,cable TV installer,,,,,
Computer point indore | Laptop showroom in indore | Refurbished laptop | Second hand Laptop in indore,"Lg-40, 18, Trade Centre, South Tukoganj, Indore, Madhya Pradesh 452001",,cable TV installer,,,,,
Tikona business&lease line,"848, Agra Bombay Road, Krishna Bagh Colony, Indore, Madhya Pradesh 452011",,cable TV installer,,,,,
CCTV CAMERAWALA,"34, Sikh Mohalla Main Rd, opposite to american color lab, Kachi Mohalla, Sikh Mohalla, Indore, Madhya Pradesh 452007",,cctv installer,,,,,
Sara Computer Sales,"2nd Floor, Shrivardhan complex, 201 B, RNT Marg, South Tukoganj, Indore, Madhya Pradesh 452001",,cctv installer,,,,,
